Year,Player,Salary
2016,Anthony Tolliver,"$8,000,000"
2016,George Hill,"$8,000,000"
2016,Channing Frye,"$7,806,971"
2016,Trevor Ariza,"$7,800,000"
2016,Jose Calderon,"$7,708,427"
2016,Al-Farouq Aminu,"$7,680,965"
2016,Cole Aldrich,"$7,643,979"
2016,Corey Brewer,"$7,612,172"
2016,Festus Ezeli,"$7,400,000"
2016,Markieff Morris,"$7,400,000"
2016,JJ Redick,"$7,377,500"
2016,Cory Joseph,"$7,315,000"
2016,DJ Augustin,"$7,250,000"
2016,Jeremy Lamb,"$7,000,000"
2016,Louis Williams,"$7,000,000"
2016,Rodney Stuckey,"$7,000,000"
2016,Boris Diaw,"$7,000,000"
2016,Sergio Rodriguez,"$6,800,000"
2016,Carl Landry,"$6,750,000"
2016,Ed Davis,"$6,666,667"
2016,Isaiah Thomas,"$6,587,131"
2016,Victor Oladipo,"$6,552,960"
2016,Jodie Meeks,"$6,540,000"
2016,Matt Barnes,"$6,508,351"
2016,Aron Baynes,"$6,500,000"
2016,Marco Belinelli,"$6,333,333"
2016,Jae Crowder,"$6,286,408"
2016,Tarik Black,"$6,191,000"
2016,Lance Thomas,"$6,191,000"
2016,Andrew Nicholson,"$6,088,993"
2016,Patrick Patterson,"$6,050,000"
2016,Andrew Wiggins,"$6,006,600"
2016,Ramon Sessions,"$6,000,000"
2016,Ishmael Smith,"$6,000,000"
2016,Patrick Beverley,"$6,000,000"
2016,Wayne Ellington,"$6,000,000"
2016,Alex Abrines,"$5,994,764"
2016,Karl-Anthony Towns,"$5,960,160"
2016,Ben Simmons,"$5,903,160"
2016,Otto Porter,"$5,893,981"
2016,Nikola Mirotic,"$5,782,450"
2016,Shaun Livingston,"$5,782,450"
2016,Josh McRoberts,"$5,782,450"
2016,Spencer Hawes,"$5,782,450"
2016,Brandan Wright,"$5,709,880"
2016,Tim Duncan,"$5,643,750"
2016,Boban Marjanovic,"$5,628,000"
2016,Wesley Johnson,"$5,628,000"
2016,Tyler Johnson,"$5,628,000"
2016,Jared Sullinger,"$5,628,000"
2016,Brandon Jennings,"$5,587,318"
2016,Nick Young,"$5,443,918"
2016,Jabari Parker,"$5,374,320"
2016,Lance Stephenson,"$5,371,672"
2016,D'Angelo Russell,"$5,332,800"
2016,Josh Smith,"$5,331,729"
2016,Cody Zeller,"$5,318,313"
2016,PJ Tucker,"$5,300,000"
2016,Brandon Ingram,"$5,281,680"
2016,Kyle Korver,"$5,239,437"
2016,Darren Collison,"$5,229,454"
2016,Larry Sanders,"$5,207,722"
2016,Langston Galloway,"$5,200,000"
2016,Derrick Williams,"$5,020,145"
2016,Jonas Jerebko,"$5,000,000"
2016,Luis Scola,"$5,000,000"
2016,Roy Hibbert,"$5,000,000"
2016,Tony Allen,"$5,000,000"
2016,CJ Watson,"$5,000,000"
2016,Jason Smith,"$5,000,000"
2016,Alexis Ajinca,"$4,863,206"
2016,Mike Dunleavy,"$4,837,500"
2016,Kyle Singler,"$4,837,500"
2016,Joel Embiid,"$4,826,160"
2016,Alex Len,"$4,823,621"
2016,Jahlil Okafor,"$4,788,840"
2016,Jaylen Brown,"$4,743,000"
2016,Marcus Morris,"$4,625,000"
2016,CJ Miles,"$4,583,450"
2016,Jameer Nelson,"$4,540,525"
2016,Nerlens Noel,"$4,384,490"
2016,Aaron Gordon,"$4,351,320"
2016,Greivis Vasquez,"$4,347,826"
2016,Kristaps Porzingis,"$4,317,720"
2016,Dragan Bender,"$4,276,320"
2016,Vince Carter,"$4,264,057"
2016,Devin Harris,"$4,227,996"
2016,Jose Juan Barea,"$4,096,950"
2016,Ben McLemore,"$4,008,882"
2016,Thabo Sefolosha,"$4,000,000"
2016,James Johnson,"$4,000,000"
2016,Udonis Haslem,"$4,000,000"
2016,Jordan Hill,"$4,000,000"
2016,Leandro Barbosa,"$4,000,000"
2016,Dante Exum,"$3,940,320"
2016,Kyle O'Quinn,"$3,918,750"
2016,Mario Hezonja,"$3,909,840"
2016,Kris Dunn,"$3,872,520"
2016,Nemanja Bjelica,"$3,800,000"
2016,Nick Collison,"$3,750,000"
2016,Kentavious Caldwell-Pope,"$3,678,319"
2016,Quincy Pondexter,"$3,617,978"
2016,Marcus Smart,"$3,578,880"
2016,Bojan Bogdanovic,"$3,573,020"
2016,Willie Cauley-Stein,"$3,551,160"
2016,Will Barton,"$3,533,333"
2016,Paul Pierce,"$3,527,920"
2016,Buddy Hield,"$3,517,200"
2016,Mike Miller,"$3,500,000"
2016,Lavoy Allen,"$3,500,000"
2016,Brandon Rush,"$3,500,000"
2016,Anthony Morrow,"$3,488,000"
2016,Trey Burke,"$3,386,597"
2016,Kevin Martin,"$3,336,000"
2016,KJ McDaniels,"$3,333,333"
2016,Mike Scott,"$3,333,333"
2016,Troy Daniels,"$3,332,940"
2016,Julius Randle,"$3,267,120"
2016,Ronnie Price,"$3,251,227"
2016,Emmanuel Mudiay,"$3,241,800"
2016,CJ McCollum,"$3,219,579"
2016,Jamal Murray,"$3,210,840"
2016,Patrick Mills,"$3,200,000"
2016,Michael Carter-Williams,"$3,183,526"
2016,Omri Casspi,"$3,149,524"
2016,Steven Adams,"$3,140,517"
2016,Kelly Olynyk,"$3,094,013"
2016,Shabazz Muhammad,"$3,046,299"
2016,Justin Hamilton,"$3,000,000"
2016,Dante Cunningham,"$3,000,000"
2016,Giannis Antetokounmpo,"$2,995,420"
2016,Nik Stauskas,"$2,993,040"
2016,Stanley Johnson,"$2,969,880"
2016,Quincy Acy,"$2,965,505"
2016,Marquese Chriss,"$2,941,440"
2016,Seth Curry,"$2,898,000"
2016,Zaza Pachulia,"$2,898,000"
2016,Nenê,"$2,898,000"
2016,James Ennis,"$2,898,000"
2016,Dion Waiters,"$2,898,000"
2016,Mindaugas Kuzminskas,"$2,898,000"
2016,Dewayne Dedmon,"$2,898,000"
2016,Tomas Satoransky,"$2,870,813"
2016,Tibor Pleiss,"$2,800,000"
2016,Noah Vonleh,"$2,751,360"
2016,Frank Kaminsky,"$2,730,000"
2016,Dennis Schroeder,"$2,708,582"
2016,Jakob Poeltl,"$2,703,960"
2016,Aaron Brooks,"$2,700,000"
2016,Elfrid Payton,"$2,613,600"
2016,Justise Winslow,"$2,593,440"
2016,Thon Maker,"$2,568,600"
2016,Malcolm Delaney,"$2,500,000"
2016,Randy Foye,"$2,500,000"
2016,Richard Jefferson,"$2,500,000"
2016,Martell Webster,"$2,500,000"
2016,Doug McDermott,"$2,483,040"
2016,Domantas Sabonis,"$2,440,200"
2016,Shelvin Mack,"$2,433,334"
2016,Myles Turner,"$2,380,440"
2016,Tony Snell,"$2,368,327"
2016,Archie Goodwin,"$2,350,999"
2016,Gorgui Dieng,"$2,348,782"
2016,Trey Lyles,"$2,340,600"
2016,Mason Plumlee,"$2,328,530"
2016,Taurean Prince,"$2,318,280"
2016,Dario Saric,"$2,318,280"
2016,Tim Hardaway Jr,"$2,281,605"
2016,Reggie Bullock,"$2,255,644"
2016,Alonzo Gee,"$2,255,408"
2016,Zach LaVine,"$2,240,880"
2016,Devin Booker,"$2,223,600"
2016,Luc Mbah a Moute,"$2,203,000"
2016,Georgios Papagiannis,"$2,202,240"
2016,Maurice Williams,"$2,194,500"
2016,Andre Roberson,"$2,183,072"
2016,TJ Warren,"$2,128,920"
2016,Rudy Gobert,"$2,121,287"
2016,Cameron Payne,"$2,112,480"
2016,Joe Ingles,"$2,100,000"
2016,Denzel Valentine,"$2,092,200"
2016,Tim Frazier,"$2,090,000"
2016,Adreian Payne,"$2,022,240"
2016,Kelly Oubre,"$2,006,640"
2016,Juan Hernangomez,"$1,987,440"
2016,Jusuf Nurkic,"$1,921,320"
2016,Lucas Nogueira,"$1,921,320"
2016,Terry Rozier,"$1,906,440"
2016,James Young,"$1,825,200"
2016,Rashad Vaughn,"$1,811,040"
2016,Kevin Seraphin,"$1,800,000"
2016,Wade Baldwin,"$1,793,760"
2016,Tyler Ennis,"$1,733,880"
2016,Sam Dekker,"$1,720,560"
2016,Joffrey Lauvergne,"$1,709,719"
2016,Henry Ellenson,"$1,704,120"
2016,Gary Harris,"$1,655,880"
2016,Jerian Grant,"$1,643,040"
2016,Malik Beasley,"$1,627,320"
2016,RJ Hunter,"$1,625,240"
2016,Bruno Caboclo,"$1,589,640"
2016,Delon Wright,"$1,577,280"
2016,Jarrett Jack,"$1,571,705"
2016,Caris LeVert,"$1,562,280"
2016,Chris Andersen,"$1,551,659"
2016,James Jones,"$1,551,659"
2016,David West,"$1,551,659"
2016,Raymond Felton,"$1,551,659"
2016,Brandon Bass,"$1,551,659"
2016,Metta World Peace,"$1,551,659"
2016,Jason Terry,"$1,551,659"
2016,Steve Novak,"$1,551,659"
2016,Caron Butler,"$1,551,659"
2016,David Lee,"$1,551,659"
2016,Mitch McGary,"$1,526,040"
2016,Justin Anderson,"$1,514,160"
2016,Marcelo Huertas,"$1,500,000"
2016,DeAndre Bembry,"$1,499,760"
2016,Jordan Adams,"$1,465,080"
2016,Demetrius Jackson,"$1,450,000"
2016,Malachi Richardson,"$1,439,880"
2016,Gerald Green,"$1,410,598"
2016,Sasha Vujacic,"$1,410,598"
2016,Rodney Hood,"$1,406,520"
2016,Bobby Portis,"$1,404,600"
2016,JaVale McGee,"$1,403,611"
2016,Marreese Speights,"$1,403,611"
2016,Michael Beasley,"$1,403,611"
2016,Rondae Hollis-Jefferson,"$1,395,600"
2016,Willy Hernangomez,"$1,375,000"
2016,Deyonta Davis,"$1,369,229"
2016,Nikola Jokic,"$1,358,500"
2016,Shabazz Napier,"$1,350,120"
2016,Tyus Jones,"$1,339,680"
2016,Sasha Kaun,"$1,333,420"
2016,Timothe Luwawu,"$1,326,960"
2016,Alan Anderson,"$1,315,448"
2016,Ty Lawson,"$1,315,448"
2016,Marcus Thornton,"$1,315,448"
2016,Clint Capela,"$1,296,240"
2016,Jarell Martin,"$1,286,160"
2016,Brice Johnson,"$1,273,920"
2016,Jeremy Evans,"$1,227,286"
2016,Luke Babbitt,"$1,227,286"
2016,Jordan Mickey,"$1,223,653"
2016,CJ Wilcox,"$1,209,600"
2016,Larry Nance Jr,"$1,207,680"
2016,Terrence Jones,"$1,207,194"
2016,Pascal Siakam,"$1,196,040"
2016,Kyle Anderson,"$1,192,080"
2016,Josh Huestis,"$1,191,480"
2016,Chris McCullough,"$1,191,480"
2016,Skal Labissiere,"$1,188,840"
2016,Livio Jean-Charles,"$1,188,840"
2016,Kevon Looney,"$1,182,840"
2016,Dejounte Murray,"$1,180,080"
2016,Damian Jones,"$1,171,560"
2016,Hollis Thompson,"$1,131,040"
2016,Isaiah Whitehead,"$1,074,145"
2016,Joseph Young,"$1,052,342"
2016,Rakeem Christmas,"$1,052,342"
2016,Brian Roberts,"$1,050,961"
2016,Pablo Prigioni,"$1,050,961"
2016,Thomas Robinson,"$1,050,961"
2016,John Jenkins,"$1,050,961"
2016,Glenn Robinson III,"$1,050,500"
2016,Montrezl Harrell,"$1,045,000"
2016,Ivica Zubac,"$1,034,865"
2016,Richaun Holmes,"$1,024,000"
2016,Anthony Brown,"$1,023,838"
2016,Mike Muscala,"$1,015,696"
2016,Anthony Bennett,"$1,015,696"
2016,Isaiah Canaan,"$1,015,696"
2016,Ian Clark,"$1,015,696"
2016,Justin Holiday,"$1,015,696"
2016,Robert Covington,"$1,015,696"
2016,Jeff Withey,"$1,015,696"
2016,DeAndre Liggins,"$1,015,695"
2016,Walter Tavares,"$1,006,000"
2016,Joe Harris,"$980,431"
2016,Sean Kilpatrick,"$980,431"
2016,Nick Johnson,"$980,431"
2016,Beno Udrih,"$980,431"
2016,James Michael McAdoo,"$980,431"
2016,JaMychal Green,"$980,431"
2016,Louis Amundson,"$980,431"
2016,Jerami Grant,"$980,431"
2016,Damjan Rudez,"$980,431"
2016,Elton Brand,"$980,000"
2016,Axel Toupane,"$977,534"
2016,Stephen Zimmerman,"$950,000"
2016,Andrew Harrison,"$945,000"
2016,Bobby Brown,"$940,070"
2016,Tyler Ulis,"$918,369"
2016,Jason Thompson,"$893,333"
2016,Raul Neto,"$877,800"
2016,Malcolm Brogdon,"$875,000"
2016,Christian Wood,"$874,636"
2016,Cristiano Felicio,"$874,636"
2016,Jordan McRae,"$874,636"
2016,Salah Mejri,"$874,636"
2016,Darrun Hilliard,"$874,636"
2016,Josh Richardson,"$874,636"
2016,TJ McConnell,"$874,636"
2016,Alan Williams,"$874,636"
2016,Pat Connaughton,"$874,636"
2016,Jonathon Simmons,"$874,636"
2016,Norman Powell,"$874,636"
2016,Paul Zipser,"$750,000"
2016,Spencer Dinwiddie,"$726,672"
2016,Ryan Kelly,"$713,305"
2016,Jonathan Gibson,"$671,346"
2016,Joel Anthony,"$663,810"
2016,Troy Williams,"$652,165"
2016,AJ Hammons,"$650,000"
2016,Michael Gbinije,"$650,000"
2016,Georges Niang,"$650,000"
2016,Briante Weber,"$623,447"
2016,Donatas Motiejunas,"$607,491"
2016,Jake Layman,"$600,000"
2016,Joel Bolomboy,"$600,000"
2016,John Lucas,"$580,344"
2016,Gary Payton II,"$578,636"
2016,Toney Douglas,"$564,868"
2016,Treveon Graham,"$543,471"
2016,Kay Felder,"$543,471"
2016,Nicolas Brussino,"$543,471"
2016,Dorian Finney-Smith,"$543,471"
2016,Patrick McCaw,"$543,471"
2016,Kyle Wiltjer,"$543,471"
2016,Chinanu Onuaku,"$543,471"
2016,Diamond Stone,"$543,471"
2016,Rodney McGruder,"$543,471"
2016,Cheick Diallo,"$543,471"
2016,Ron Baker,"$543,471"
2016,Marshall Plumlee,"$543,471"
2016,Maurice Ndour,"$543,471"
2016,Semaj Christon,"$543,471"
2016,Derrick Jones,"$543,471"
2016,Tim Quarterman,"$543,471"
2016,Davis Bertans,"$543,471"
2016,Bryn Forbes,"$543,471"
2016,Fred VanVleet,"$543,471"
2016,Daniel Ochefu,"$543,471"
2016,Sheldon Mac,"$543,471"
2016,Danuel House,"$543,471"
2016,Chasson Randle,"$541,170"
2016,Arinze Onuaku,"$426,775"
2016,Yogi Ferrell,"$409,300"
2016,Johnny O'Bryant,"$392,169"
2016,Aaron Harrison,"$365,289"
2016,Okaro White,"$310,995"
2016,Isaiah Taylor,"$305,000"
2016,Norris Cole,"$288,131"
2016,Ben Bentil,"$281,968"
2016,Jarell Eddie,"$277,898"
2016,Elliot Williams,"$250,000"
2016,Yi Jianlian,"$250,000"
2016,Lamar Patterson,"$242,963"
2016,Jordan Crawford,"$234,920"
2016,Nicolas Laprovittola,"$204,601"
2016,Reggie Williams,"$193,307"
2016,Pierre Jackson,"$191,810"
2016,Brandon Paul,"$155,000"
2016,Shawn Long,"$154,512"
2016,Robbie Hummel,"$150,000"
2016,Jarnell Stokes,"$150,000"
2016,Mike Tobey,"$138,937"
2016,Patricio Garino,"$131,968"
2016,Jarrod Uthoff,"$129,920"
2016,Marcus Paige,"$125,000"
2016,Ray McCallum,"$119,493"
2016,Manny Harris,"$119,493"
2016,Wayne Selden,"$115,087"
2016,Egidijus Mockevicius,"$100,000"
2016,Stefan Jankovic,"$100,000"
2016,JP Tokoto,"$100,000"
2016,Isaiah Cousins,"$100,000"
2016,Quinn Cook,"$95,904"
2016,Marcus Georges-Hunt,"$88,936"
2016,Jordan Farmar,"$82,976"
2016,Prince Ibeh,"$77,250"
2016,Keith Benson,"$75,000"
2016,Kaleb Tarczewski,"$75,000"
2016,Ryan Arcidiacono,"$75,000"
2016,Henry Sims,"$75,000"
2016,Quincy Ford,"$75,000"
2016,Alex Poythress,"$73,743"
2016,David Nwaba,"$73,528"
2016,Gary Neal,"$72,193"
2016,Kyle Collinsworth,"$70,000"
2016,Thomas Walkup,"$69,500"
2016,James Webb,"$65,000"
2016,Zach Auguste,"$60,000"
2016,Brady Heslip,"$56,500"
2016,Matt Costello,"$50,000"
2016,Damion Lee,"$50,000"
2016,Nate Wolters,"$50,000"
2016,DJ Kennedy,"$50,000"
2016,Scott Wood,"$50,000"
2016,Elgin Cook,"$50,000"
2016,Julyan Stone,"$50,000"
2016,Alex Caruso,"$50,000"
2016,Anthony Barber,"$50,000"
2016,Dionte Christmas,"$50,000"
2016,EJ Singler,"$50,000"
2016,Beau Beech,"$45,000"
2016,Phil Pressey,"$35,000"
2016,Nikola Jovanovic,"$30,000"
2016,Jalen Jones,"$25,000"
2016,Nick Zeisloft,"$25,000"
2016,Tony Wroten,"$25,000"
2016,Dahntay Jones,"$24,022"
