Year,Player,Salary
2023,Chet Holmgren,"$10,386,000"
2023,Larry Nance Jr,"$10,375,000"
2023,Landry Shamet,"$10,250,000"
2023,Al Horford,"$10,000,000"
2023,Malik Monk,"$9,945,830"
2023,Tre Jones,"$9,895,833"
2023,Jalen Green,"$9,891,480"
2023,Patrick Williams,"$9,835,881"
2023,Monte Morris,"$9,800,926"
2023,Scoot Henderson,"$9,770,904"
2023,Nicolas Claxton,"$9,625,000"
2023,Jeff Green,"$9,600,000"
2023,Royce O'Neale,"$9,500,000"
2023,Alex Caruso,"$9,460,000"
2023,Victor Oladipo,"$9,450,000"
2023,Pat Connaughton,"$9,423,869"
2023,Cameron Payne,"$9,391,467"
2023,Jabari Smith,"$9,326,520"
2023,Isaiah Hartenstein,"$9,245,121"
2023,Kyle Anderson,"$9,219,512"
2023,Daniel Theis,"$9,108,387"
2023,Grayson Allen,"$8,925,000"
2023,Isaac Okoro,"$8,920,794"
2023,Evan Mobley,"$8,882,640"
2023,Amen Thompson,"$8,809,284"
2023,Georges Niang,"$8,800,000"
2023,Gary Payton II,"$8,715,000"
2023,TJ McConnell,"$8,700,000"
2023,Keegan Murray,"$8,409,000"
2023,Delon Wright,"$8,195,122"
2023,Onyeka Okongwu,"$8,109,063"
2023,Scottie Barnes,"$8,008,680"
2023,Jock Landale,"$8,000,000"
2023,Trey Lyles,"$8,000,000"
2023,Moritz Wagner,"$8,000,000"
2023,De'Anthony Melton,"$8,000,000"
2023,Thaddeus Young,"$8,000,000"
2023,Ausar Thompson,"$7,977,420"
2023,Miles Bridges,"$7,921,300"
2023,Vasilije Micic,"$7,723,000"
2023,Paul Reed,"$7,723,000"
2023,Zach Collins,"$7,700,000"
2023,Jaden Ivey,"$7,614,480"
2023,Cody Martin,"$7,560,000"
2023,Kevon Looney,"$7,500,000"
2023,Killian Hayes,"$7,413,955"
2023,Jalen Suggs,"$7,252,080"
2023,Anthony Black,"$7,245,480"
2023,Khem Birch,"$6,985,000"
2023,Bennedict Mathurin,"$6,916,080"
2023,Obi Toppin,"$6,803,012"
2023,Caleb Martin,"$6,802,950"
2023,Patrick Mills,"$6,802,950"
2023,Danilo Gallinari,"$6,802,950"
2023,Cedi Osman,"$6,718,842"
2023,Bilal Coulibaly,"$6,614,256"
2023,Josh Giddey,"$6,587,040"
2023,Jae'Sean Tate,"$6,500,000"
2023,Ayo Dosunmu,"$6,481,482"
2023,Rudy Gay,"$6,479,000"
2023,Sasha Vezenkov,"$6,341,464"
2023,Shaedon Sharpe,"$6,313,800"
2023,Otto Porter,"$6,300,000"
2023,Deni Avdija,"$6,263,188"
2023,Nassir Little,"$6,250,000"
2023,Jevon Carter,"$6,190,476"
2023,Josh Primo,"$6,179,935"
2023,Kenrich Williams,"$6,175,000"
2023,Ricky Rubio,"$6,146,342"
2023,Jarace Walker,"$6,059,460"
2023,Jonathan Kuminga,"$6,012,840"
2023,Devin Vassell,"$5,887,899"
2023,Tyrese Haliburton,"$5,808,435"
2023,Dyson Daniels,"$5,784,120"
2023,Kira Lewis,"$5,722,116"
2023,Dean Wade,"$5,709,877"
2023,Aaron Nesmith,"$5,634,257"
2023,Taylor Hendricks,"$5,569,872"
2023,JaVale McGee,"$5,544,772"
2023,Cole Anthony,"$5,539,771"
2023,Franz Wagner,"$5,508,720"
2023,Furkan Korkmaz,"$5,370,370"
2023,Jeremy Sochan,"$5,316,960"
2023,Cason Wallace,"$5,291,352"
2023,Isaiah Stewart,"$5,266,713"
2023,Chuma Okeke,"$5,266,712"
2023,Davion Mitchell,"$5,063,640"
2023,Johnny Davis,"$5,050,800"
2023,Jalen Smith,"$5,043,773"
2023,Jett Howard,"$5,026,824"
2023,Aleksej Pokusevski,"$5,009,633"
2023,Reggie Jackson,"$5,000,000"
2023,Shake Milton,"$5,000,000"
2023,Mason Plumlee,"$5,000,000"
2023,Bismack Biyombo,"$5,000,000"
2023,Ziaire Williams,"$4,810,200"
2023,Ousmane Dieng,"$4,798,440"
2023,Dereck Lively,"$4,775,628"
2023,Josh Green,"$4,765,339"
2023,Jarred Vanderbilt,"$4,698,000"
2023,Nickeil Alexander-Walker,"$4,687,500"
2023,James Bouknight,"$4,570,080"
2023,Jalen Williams,"$4,558,680"
2023,Saddiq Bey,"$4,556,983"
2023,Gradey Dick,"$4,536,708"
2023,Jalen McDaniels,"$4,516,000"
2023,Taurean Prince,"$4,516,000"
2023,Precious Achiuwa,"$4,379,526"
2023,Tyrese Maxey,"$4,343,920"
2023,Jalen Duren,"$4,330,680"
2023,Danuel House,"$4,310,250"
2023,Jordan Hawkins,"$4,310,196"
2023,Zeke Nnaji,"$4,306,281"
2023,Immanuel Quickley,"$4,171,548"
2023,Chris Duarte,"$4,124,400"
2023,Ochai Agbaji,"$4,114,200"
2023,Kobe Bufkin,"$4,094,244"
2023,Payton Pritchard,"$4,037,277"
2023,Dwight Powell,"$4,000,000"
2023,Troy Brown,"$4,000,000"
2023,Seth Curry,"$4,000,000"
2023,Moses Moody,"$3,918,480"
2023,Mark Williams,"$3,908,160"
2023,Jaden McDaniels,"$3,901,399"
2023,Keyonte George,"$3,889,776"
2023,Malachi Flynn,"$3,873,024"
2023,Desmond Bane,"$3,845,083"
2023,Russell Westbrook,"$3,835,738"
2023,Kevin Love,"$3,835,738"
2023,Corey Kispert,"$3,722,040"
2023,AJ Griffin,"$3,712,920"
2023,Jalen Hood-Schifino,"$3,695,076"
2023,Amir Coffey,"$3,666,667"
2023,Alperen Sengun,"$3,536,280"
2023,Tari Eason,"$3,527,160"
2023,Jaime Jaquez,"$3,510,540"
2023,Mike Muscala,"$3,500,000"
2023,Andre Drummond,"$3,360,000"
2023,Trey Murphy,"$3,359,280"
2023,Brandin Podziemski,"$3,352,404"
2023,Dalen Terry,"$3,350,760"
2023,Keon Johnson,"$3,342,765"
2023,Cameron Whitmore,"$3,218,160"
2023,Jake LaRavia,"$3,199,920"
2023,Derrick Rose,"$3,196,448"
2023,Eric Gordon,"$3,196,448"
2023,Wesley Matthews,"$3,196,448"
2023,Ishmael Smith,"$3,196,448"
2023,Tristan Thompson,"$3,196,448"
2023,Markieff Morris,"$3,196,448"
2023,Justin Holiday,"$3,196,448"
2023,DeAndre Jordan,"$3,196,448"
2023,Cory Joseph,"$3,196,448"
2023,Jae Crowder,"$3,196,448"
2023,Robin Lopez,"$3,196,448"
2023,Cody Zeller,"$3,196,448"
2023,Patrick Beverley,"$3,196,448"
2023,Alex Len,"$3,196,448"
2023,Garrett Temple,"$3,196,448"
2023,Taj Gibson,"$3,196,448"
2023,Tre Mann,"$3,191,400"
2023,Usman Garuba,"$3,148,182"
2023,Noah Clowney,"$3,089,460"
2023,Malaki Branham,"$3,071,880"
2023,Kai Jones,"$3,047,880"
2023,Josh Christopher,"$3,044,982"
2023,Simone Fontecchio,"$3,044,872"
2023,Dante Exum,"$3,000,000"
2023,Julian Champagnie,"$3,000,000"
2023,Jordan Nwora,"$3,000,000"
2023,Dariq Whitehead,"$2,966,040"
2023,Christian Braun,"$2,949,120"
2023,Jalen Johnson,"$2,925,360"
2023,Josh Richardson,"$2,891,467"
2023,Boban Marjanovic,"$2,891,467"
2023,Kelly Oubre,"$2,891,467"
2023,Kris Murray,"$2,847,504"
2023,Andrew Nicholson,"$2,844,429"
2023,Walker Kessler,"$2,831,160"
2023,TyTy Washington,"$2,830,222"
2023,Josh Okogie,"$2,815,937"
2023,Omer Yurtseven,"$2,800,000"
2023,Dewayne Dedmon,"$2,748,674"
2023,Olivier-Maxence Prosper,"$2,733,720"
2023,David Roddy,"$2,718,240"
2023,Christian Wood,"$2,709,849"
2023,Derrick Jones,"$2,709,849"
2023,Dario Saric,"$2,709,849"
2023,Malik Beasley,"$2,709,849"
2023,Isaiah Jackson,"$2,696,280"
2023,Marcus Sasser,"$2,624,028"
2023,MarJon Beauchamp,"$2,609,400"
2023,Charles Bassey,"$2,600,000"
2023,Damian Jones,"$2,586,665"
2023,Kris Dunn,"$2,586,484"
2023,Bruno Fernando,"$2,581,522"
2023,Ben Sheppard,"$2,537,172"
2023,Torrey Craig,"$2,528,233"
2023,Thomas Bryant,"$2,528,233"
2023,Damion Lee,"$2,528,233"
2023,Dennis Smith,"$2,528,233"
2023,Frank Ntilikina,"$2,528,233"
2023,Ryan Arcidiacono,"$2,528,233"
2023,Blake Wesley,"$2,504,640"
2023,Lamar Stevens,"$2,492,354"
2023,Nick Smith,"$2,463,912"
2023,Brice Sensabaugh,"$2,448,600"
2023,Ty Jerome,"$2,439,025"
2023,Julian Strawther,"$2,431,044"
2023,Jeremiah Robinson-Earl,"$2,427,611"
2023,Wendell Moore,"$2,421,720"
2023,Kobe Brown,"$2,413,356"
2023,Luke Kornet,"$2,413,304"
2023,John Konchar,"$2,400,000"
2023,Quentin Grimes,"$2,385,720"
2023,Nikola Jovic,"$2,352,000"
2023,Keita Bates-Diop,"$2,346,614"
2023,Drew Eubanks,"$2,346,614"
2023,Yuta Watanabe,"$2,346,614"
2023,Sviatoslav Mykhailiuk,"$2,346,614"
2023,Lonnie Walker,"$2,346,614"
2023,Aaron Holiday,"$2,346,614"
2023,Thanasis Antetokounmpo,"$2,346,614"
2023,Mo Bamba,"$2,346,614"
2023,Chimezie Metu,"$2,346,614"
2023,Patrick Baldwin,"$2,337,720"
2023,Jordan McLaughlin,"$2,320,000"
2023,Bones Hyland,"$2,306,400"
2023,Peyton Watson,"$2,303,520"
2023,Cam Thomas,"$2,240,160"
2023,Vlatko Cancar,"$2,234,359"
2023,Jaden Springer,"$2,226,240"
2023,Day'Ron Sharpe,"$2,210,040"
2023,Santiago Aldama,"$2,194,200"
2023,Oshae Brissett,"$2,165,000"
2023,Jaxson Hayes,"$2,165,000"
2023,Cam Reddish,"$2,165,000"
2023,Harry Giles,"$2,165,000"
2023,Bol Bol,"$2,165,000"
2023,Moses Brown,"$2,165,000"
2023,Kevin Knox,"$2,144,320"
2023,Andrew Nembhard,"$2,131,905"
2023,Dylan Windler,"$2,092,354"
2023,DaQuan Jeffries,"$2,066,585"
2023,Goga Bitadze,"$2,066,585"
2023,Luka Samanic,"$2,066,585"
2023,Terry Taylor,"$2,019,706"
2023,Colby Jones,"$2,019,706"
2023,Dalano Banton,"$2,019,706"
2023,Trendon Watford,"$2,019,706"
2023,Montrezl Harrell,"$2,019,706"
2023,Sandro Mamukelashvili,"$2,019,706"
2023,Garrison Mathews,"$2,000,000"
2023,Jaylin Williams,"$2,000,000"
2023,Caleb Houstan,"$2,000,000"
2023,Sam Merrill,"$1,997,238"
2023,Isaiah Joe,"$1,997,238"
2023,Anthony Gill,"$1,997,238"
2023,Xavier Tillman,"$1,930,681"
2023,Naji Marshall,"$1,930,681"
2023,KJ Martin,"$1,930,681"
2023,Skylar Mays,"$1,928,221"
2023,Sam Hauser,"$1,927,896"
2023,Jericho Sims,"$1,927,896"
2023,Jordan Goodwin,"$1,927,896"
2023,Ishmail Wainright,"$1,927,896"
2023,Kessler Edwards,"$1,927,896"
2023,Haywood Highsmith,"$1,902,137"
2023,AJ Green,"$1,901,769"
2023,JT Thor,"$1,836,096"
2023,Isaiah Livers,"$1,836,096"
2023,BJ Boston,"$1,836,096"
2023,Isaiah Todd,"$1,836,096"
2023,Jose Alvarado,"$1,836,096"
2023,Miles McBride,"$1,836,096"
2023,Aaron Wiggins,"$1,836,096"
2023,EJ Liddell,"$1,801,769"
2023,Orlando Robinson,"$1,801,769"
2023,Dru Smith,"$1,801,769"
2023,Leonard Miller,"$1,800,000"
2023,Bryce McGowens,"$1,719,864"
2023,Jaden Hardy,"$1,719,864"
2023,Kennedy Chandler,"$1,719,864"
2023,Kenneth Lofton,"$1,719,864"
2023,Josh Minott,"$1,719,864"
2023,Jabari Walker,"$1,719,864"
2023,Christian Koloko,"$1,719,864"
2023,Ryan Rollins,"$1,719,864"
2023,Max Christie,"$1,719,864"
2023,Xavier Cooks,"$1,719,864"
2023,Jalen Pickett,"$1,708,143"
2023,Julian Phillips,"$1,600,000"
2023,Eric Bledsoe,"$1,300,000"
2023,Mouhamed Gueye,"$1,119,563"
2023,Jordan Walsh,"$1,119,563"
2023,Hunter Tyson,"$1,119,563"
2023,Trayce Jackson-Davis,"$1,119,563"
2023,Maxwell Lewis,"$1,119,563"
2023,Andre Jackson Jr,"$1,119,563"
2023,Chris Livingston,"$1,119,563"
2023,Sidy Cissoko,"$1,119,563"
2023,Toumani Camara,"$1,119,563"
2023,Rayan Rupert,"$1,119,563"
2023,Gui Santos,"$1,029,483"
2023,Neemias Queta,"$809,782"
2023,Nik Stauskas,"$702,311"
2023,Jack White,"$600,000"
2023,Juwan Morgan,"$576,230"
2023,Leaky Black,"$559,782"
2023,Craig Porter,"$559,782"
2023,Jordan Miller,"$559,782"
2023,Alex Fudge,"$559,782"
2023,Jaylen Clark,"$559,782"
2023,Trent Forrest,"$559,782"
2023,Seth Lundy,"$559,782"
2023,Miles Norris,"$559,782"
2023,JD Davison,"$559,782"
2023,Nathan Knight,"$559,782"
2023,Armoni Brooks,"$559,782"
2023,Jalen Wilson,"$559,782"
2023,Amari Bailey,"$559,782"
2023,Theo Maledon,"$559,782"
2023,Onuralp Bitim,"$559,782"
2023,Adama Sanogo,"$559,782"
2023,Emoni Bates,"$559,782"
2023,Isaiah Mobley,"$559,782"
2023,Greg Brown,"$559,782"
2023,Dexter Dennis,"$559,782"
2023,AJ Lawson,"$559,782"
2023,Collin Gillespie,"$559,782"
2023,Jay Huff,"$559,782"
2023,Braxton Key,"$559,782"
2023,Malcolm Cazalon,"$559,782"
2023,Jared Rhoden,"$559,782"
2023,Stanley Umude,"$559,782"
2023,Lester Quinones,"$559,782"
2023,Jerome Robinson,"$559,782"
2023,Nate Hinton,"$559,782"
2023,Jermaine Samuels,"$559,782"
2023,Nate Williams,"$559,782"
2023,Kendall Brown,"$559,782"
2023,Oscar Tshiebwe,"$559,782"
2023,Isaiah Wong,"$559,782"
2023,Moussa Diabate,"$559,782"
2023,Colin Castleton,"$559,782"
2023,D'Moi Hodge,"$559,782"
2023,Jacob Gilyard,"$559,782"
2023,GG Jackson,"$559,782"
2023,Vince Williams Jr,"$559,782"
2023,Jamal Cain,"$559,782"
2023,Cole Swider,"$559,782"
2023,RJ Hampton,"$559,782"
2023,Marques Bolden,"$559,782"
2023,Lindell Wigginton,"$559,782"
2023,Luka Garza,"$559,782"
2023,Daishen Nix,"$559,782"
2023,Matt Ryan,"$559,782"
2023,Dereon Seabron,"$559,782"
2023,Charlie Brown,"$559,782"
2023,Jacob Toppin,"$559,782"
2023,Keyontae Johnson,"$559,782"
2023,Olivier Sarr,"$559,782"
2023,Lindy Waters III,"$559,782"
2023,Kevon Harris,"$559,782"
2023,Trevelin Queen,"$559,782"
2023,Admiral Schofield,"$559,782"
2023,Ricky Council,"$559,782"
2023,Ja'Vonte Smart,"$559,782"
2023,Terquavion Smith,"$559,782"
2023,Udoka Azubuike,"$559,782"
2023,Saben Lee,"$559,782"
2023,Justin Minaya,"$559,782"
2023,Duop Reath,"$559,782"
2023,Keon Ellis,"$559,782"
2023,Jordan Ford,"$559,782"
2023,Filip Petrusev,"$559,782"
2023,Jalen Slawson,"$559,782"
2023,Dominick Barlow,"$559,782"
2023,Charles Bediako,"$559,782"
2023,Sir'Jabari Rice,"$559,782"
2023,Javon Freeman-Liberty,"$559,782"
2023,Markquis Nowell,"$559,782"
2023,Johnny Juzang,"$559,782"
2023,Micah Potter,"$559,782"
2023,Jared Butler,"$559,782"
2023,Eugene Omoruyi,"$559,782"
2023,Malik Fitts,"$555,217"
2023,Danny Green,"$500,000"
2023,Xavier Moon,"$489,005"
2023,Ibou Badji,"$466,485"
2023,Jaylen Martin,"$450,399"
2023,Jules Bernard,"$415,011"
2023,Jontay Porter,"$411,794"
2023,Nerlens Noel,"$300,000"
2023,Didi Louzada,"$268,032"
2023,Jaylen Nowell,"$248,850"
2023,Ron Harper Jr,"$147,988"
2023,John Butler,"$147,988"
2023,Shaquille Harrison,"$145,301"
2023,Duane Washington Jr,"$112,600"
2023,Demetrius Jackson,"$92,857"
2023,Edmond Sumner,"$40,459"
2023,Kaiser Gates,"$35,389"
2023,Jamaree Bouyea,"$29,247"
